combo	min_reads	merge_window	effect_frac	expr_frac	retained	identical	within10	n_genes	mean_five	mean_three
471	5	160	0.2	0.1	0.9415944540727903	0.6120007362414872	0.7526228602981778	5767	164.44390497659094	150.4940176868389
472	10	160	0.2	0.1	0.9337954939341421	0.646807720861173	0.781365998515219	5572	155.22666905958363	148.7884063173008
473	20	160	0.2	0.1	0.9166377816291161	0.7385138967668746	0.8449612403100775	5291	140.97467397467398	147.05726705726707
474	40	160	0.2	0.1	0.8374350086655112	0.5968543046357616	0.7547599337748344	4833	123.98572315332092	143.12993999586178
475	80	160	0.2	0.1	0.6847487001733102	0.4920273348519362	0.6955201214882308	3952	106.20318825910931	136.978491902834
476	5	10	0.35	0.1	0.18232235701906413	0.40019011406844107	0.5285171102661597	1231	206.59951259138913	169.46466287571081
477	10	10	0.35	0.1	0.168630849220104	0.45426515930113054	0.5806783144912642	1051	202.1893434823977	171.32825880114177
478	20	10	0.35	0.1	0.1464471403812825	0.58698224852071	0.7005917159763314	845	188.4852071005917	179.30059171597634
479	40	10	0.35	0.1	0.11993067590987869	0.49710982658959535	0.638728323699422	692	169.85260115606937	173.40317919075144
480	80	10	0.35	0.1	0.08665511265164645	0.47	0.636	500	143.116	164.362
481	5	20	0.35	0.1	0.20433275563258232	0.3893129770992366	0.5301102629346904	1370	202.45693430656934	165.18175182481752
482	10	20	0.35	0.1	0.18769497400346621	0.4441366574330563	0.5780240073868883	1168	196.5402397260274	167.6472602739726
483	20	20	0.35	0.1	0.1655112651646447	0.5759162303664922	0.6952879581151833	955	181.76335078534032	170.19685863874346
484	40	20	0.35	0.1	0.13570190641247834	0.48020434227330777	0.6296296296296297	783	161.71647509578543	166.26564495530013
485	80	20	0.35	0.1	0.09670710571923744	0.460573476702509	0.6308243727598566	558	139.73655913978496	159.5752688172043
486	5	40	0.35	0.1	0.23015597920277298	0.3832831325301205	0.5210843373493976	1533	195.470971950424	163.35485975212003
487	10	40	0.35	0.1	0.21039861351819758	0.443163097199341	0.5741350906095551	1310	187.97557251908398	166.31221374045802
488	20	40	0.35	0.1	0.18492201039861353	0.5773195876288659	0.689784442361762	1067	175.0187441424555	168.56607310215557
489	40	40	0.35	0.1	0.1483535528596187	0.4871495327102804	0.6261682242990654	856	158.68107476635515	165.15303738317758
490	80	40	0.35	0.1	0.10537261698440208	0.4555921052631579	0.6167763157894737	608	134.68256578947367	157.64309210526315
491	5	80	0.35	0.1	0.27937608318890816	0.34801488833746896	0.49193548387096775	1837	183.64942841589547	160.52857920522592
492	10	80	0.35	0.1	0.25528596187175046	0.40122199592668023	0.539714867617108	1582	176.37610619469027	162.5865992414665
493	20	80	0.35	0.1	0.22045060658578855	0.5408805031446541	0.654874213836478	1272	167.35377358490567	165.93553459119497
494	40	80	0.35	0.1	0.17504332755632582	0.44752475247524753	0.5891089108910891	1010	152.47227722772277	163.26831683168317
495	80	80	0.35	0.1	0.12305025996533796	0.4098591549295775	0.5788732394366197	710	129.66338028169014	155.70140845070424
496	5	160	0.35	0.1	0.4334488734835355	0.3126749300279888	0.485405837664934	2747	159.38478340007282	152.83072442664727
497	10	160	0.35	0.1	0.40415944540727905	0.3524871355060034	0.5227272727272727	2460	152.25365853658536	153.3008130081301
498	20	160	0.35	0.1	0.34956672443674175	0.46554288547347544	0.6251859196826971	2017	141.26326227069904	156.5731284085275
499	40	160	0.35	0.1	0.27677642980935874	0.40200375704445834	0.5810895428929242	1597	130.34001252348153	155.83030682529744
500	80	160	0.35	0.1	0.20138648180242635	0.3657487091222031	0.5611015490533563	1162	114.12048192771084	152.95955249569707
501	5	10	0.025	0.2	1.0	0.5844020797227036	0.6816291161178509	6182	153.03979294726625	157.37754771918472
502	10	10	0.025	0.2	1.0	0.6145580589254767	0.7043327556325824	6024	144.2242695883134	155.50929614873837
503	20	10	0.025	0.2	1.0	0.7077989601386482	0.7625649913344887	5801	129.71349767281504	153.35028443371831
504	40	10	0.025	0.2	0.9325823223570191	0.5363315368890541	0.6467199405314997	5402	109.48445020362828	148.57811921510552
505	80	10	0.025	0.2	0.7847487001733102	0.4162985865724382	0.5664752650176679	4539	88.66820885657634	141.8037012557832
506	5	20	0.025	0.2	1.0	0.587001733102253	0.6835355285961872	6181	152.86086393787414	157.3200129428895
507	10	20	0.025	0.2	1.0	0.618370883882149	0.7069324090121317	6023	144.18678399468703	155.5141955835962
508	20	20	0.025	0.2	1.0	0.7128249566724437	0.7665511265164645	5801	129.62299603516635	153.392346147216
509	40	20	0.025	0.2	0.9322357019064125	0.5382041271611824	0.6490053913366797	5399	109.60363030190776	148.65308390442675
510	80	20	0.025	0.2	0.7844020797227036	0.4164825452938577	0.5682722050375607	4537	88.60238042759532	141.8379986775402
511	5	40	0.025	0.2	1.0	0.5922010398613519	0.687001733102253	6178	153.01181612172223	157.43282615733247
512	10	40	0.025	0.2	1.0	0.6240901213171577	0.7103986135181976	6019	144.19571357368335	155.63548762252867
513	20	40	0.025	0.2	1.0	0.7199306759098787	0.7700173310225303	5795	129.50060396893875	153.57273511647972
514	40	40	0.025	0.2	0.9320623916811092	0.5420230568984753	0.6504276682781703	5394	109.5622914349277	148.73915461624026
515	80	40	0.025	0.2	0.7838821490467938	0.41742206500110546	0.5684280344903825	4531	88.57161774442727	142.03774001324211
516	5	80	0.025	0.2	0.9968804159445407	0.5817107093184979	0.68115438108484	6150	152.96731707317073	156.74536585365854
517	10	80	0.025	0.2	0.9965337954939342	0.6125217391304347	0.704	5988	144.03974615898463	154.96125584502337
518	20	80	0.025	0.2	0.9948006932409013	0.7080139372822299	0.7632404181184669	5762	129.66001388406804	152.8101353696633
519	40	80	0.025	0.2	0.9261698440207973	0.5349925149700598	0.6463323353293413	5357	109.77020720552548	147.90871756580177
520	80	80	0.025	0.2	0.7781629116117851	0.412249443207127	0.5652561247216036	4495	88.4329254727475	141.559510567297
521	5	160	0.025	0.2	0.9798960138648181	0.561726211531659	0.6664308454191723	6029	151.76165201525959	154.99436059047935
522	10	160	0.025	0.2	0.9771230502599654	0.5922312876906705	0.6888967719049308	5859	142.74603174603175	153.32070319167093
523	20	160	0.025	0.2	0.9712305025996534	0.685581727337616	0.7498215560314061	5619	128.16266239544402	151.4981313400961
524	40	160	0.025	0.2	0.9006932409012132	0.5214546853954204	0.6388300942851645	5206	108.08413369189397	146.53457548981945
525	80	160	0.025	0.2	0.7566724436741767	0.4031149793861658	0.5579477782867613	4370	86.92448512585813	139.77299771167048
526	5	10	0.05	0.2	1.0	0.6114384748700173	0.7154246100519931	6181	157.50881734347192	157.28199320498302
527	10	10	0.05	0.2	1.0	0.6422876949740035	0.7391681109185442	6023	148.9156566495102	155.37406608002655
528	20	10	0.05	0.2	0.9998266897746967	0.7372161553128792	0.7996186514127231	5796	134.84385783298828	153.20841959972395
529	40	10	0.05	0.2	0.9324090121317158	0.566542750929368	0.6864312267657993	5398	115.26769173768062	148.4866617265654
530	80	10	0.05	0.2	0.7847487001733102	0.4472173144876325	0.6104240282685512	4539	94.76140118968937	141.79599030623484
531	5	20	0.05	0.2	1.0	0.6102253032928943	0.7129982668977469	6179	156.87684091276907	157.212655769542
532	10	20	0.05	0.2	1.0	0.6424610051993067	0.7370883882149046	6021	148.39063278525163	155.36655040690914
533	20	20	0.05	0.2	0.9998266897746967	0.7382561969145433	0.7984052695441151	5795	134.07799827437447	153.23727351164797
534	40	20	0.05	0.2	0.9320623916811092	0.5641502417255485	0.6833395314243214	5395	114.67210379981465	148.54328081556997
535	80	20	0.05	0.2	0.7844020797227036	0.4427750773309766	0.6051701281484755	4536	93.99537037037037	141.81062610229276
536	5	40	0.05	0.2	1.0	0.6109185441941074	0.7097053726169844	6176	156.0365932642487	157.41920336787564
537	10	40	0.05	0.2	1.0	0.6436741767764298	0.7337954939341421	6017	147.38241648662125	155.6209074289513
538	20	40	0.05	0.2	1.0	0.7403812824956673	0.7946273830155979	5793	132.897807698947	153.55687899188675
539	40	40	0.05	0.2	0.9318890814558058	0.5627673423842291	0.6765854565742979	5392	113.32733679525222	148.7091988130564
540	80	40	0.05	0.2	0.7838821490467938	0.43931019235021	0.5980543886800795	4530	92.51368653421633	142.0103752759382
541	5	80	0.05	0.2	0.9965337954939342	0.5942608695652174	0.6961739130434783	6147	154.7416625996421	156.7820074833252
542	10	80	0.05	0.2	0.9961871750433275	0.6256089074460682	0.7195546276965901	5985	145.87318295739348	154.99799498746867
543	20	80	0.05	0.2	0.9942807625649913	0.7216315147289524	0.7791528673522747	5758	131.60906564779438	152.86036818339701
544	40	80	0.05	0.2	0.925996533795494	0.5485682201010668	0.6625491297024144	5355	111.84183006535947	147.76134453781512
545	80	80	0.05	0.2	0.7781629116117851	0.42739420935412026	0.5839643652561247	4495	90.71167964404894	141.559510567297
546	5	160	0.05	0.2	0.9795493934142114	0.5665251238499646	0.6719745222929936	6027	152.31441845030696	154.97511199601792
547	10	160	0.05	0.2	0.9767764298093587	0.5970546486870121	0.6944641589779986	5857	143.31534915485744	153.30032439815605
548	20	160	0.05	0.2	0.9703639514731369	0.6906590462582604	0.7553134488301483	5614	128.897399358746	151.43409333808336
549	40	160	0.05	0.2	0.9005199306759099	0.5269438029253272	0.6451116243264049	5205	108.92065321805956	146.47973102785784
550	80	160	0.05	0.2	0.7564991334488734	0.40962199312714775	0.5654066437571592	4369	87.87457084000916	139.75623712520027
551	5	10	0.1	0.2	0.9987868284228769	0.7008502516050668	0.7933368037480479	6164	166.28471771576898	155.48945489941596
552	10	10	0.1	0.2	0.9984402079722704	0.7345946884221489	0.8182607186252386	5999	158.00616769461578	153.64377396232706
553	20	10	0.1	0.2	0.9979202772963605	0.8381382424452936	0.8860715526224383	5770	143.778856152513	151.25979202772965
554	40	10	0.1	0.2	0.9285961871750433	0.6534154535274356	0.7711832773422919	5367	124.09260294391653	145.98155394074902
555	80	10	0.1	0.2	0.7790294627383015	0.5152391546162403	0.689210233592881	4501	103.47878249277939	139.9124638969118
556	5	20	0.1	0.2	0.9993067590987869	0.700312174817898	0.7901491501907735	6165	165.29440389294405	155.65612327656123
557	10	20	0.1	0.2	0.9989601386481802	0.7350798056904927	0.8160999306037474	5998	157.18922974324775	153.90096698899634
558	20	20	0.1	0.2	0.9982668977469671	0.8392361111111111	0.8847222222222222	5769	143.02773444271105	151.56092910383083
559	40	20	0.1	0.2	0.9294627383015598	0.6528062651501025	0.7684132015662876	5368	123.44467213114754	146.68722056631893
560	80	20	0.1	0.2	0.7805892547660312	0.5133214920071048	0.6858348134991119	4507	102.9065897492789	139.87663634346572
561	5	40	0.1	0.2	1.0	0.7025996533795494	0.7889081455805893	6164	164.13449059052564	156.229883192732
562	10	40	0.1	0.2	1.0	0.7379549393414211	0.8154246100519931	6000	155.822	154.4525
563	20	40	0.1	0.2	1.0	0.8426343154246101	0.8844020797227037	5770	141.63622183708839	152.23084922010398
564	40	40	0.1	0.2	0.9303292894280762	0.6525707898658718	0.7634128166915052	5368	121.92678837555887	147.49422503725782
565	80	40	0.1	0.2	0.7809358752166378	0.51242787394585	0.6797603195739015	4506	101.27696404793609	140.53617399023526
566	5	80	0.1	0.2	0.9956672443674177	0.6563968668407311	0.7580504786771105	6134	161.68373002934464	155.8193674600587
567	10	80	0.1	0.2	0.9951473136915078	0.6891327063740856	0.7828282828282829	5965	153.1173512154233	154.02363788767812
568	20	80	0.1	0.2	0.992894280762565	0.7900157095479141	0.8477919357654041	5732	139.03454291695743	151.97836706210748
569	40	80	0.1	0.2	0.9239168110918544	0.6113299568561246	0.7306321515663102	5332	119.423855963991	147.1901725431358
570	80	80	0.1	0.2	0.7767764298093588	0.4788041053101294	0.6506024096385542	4483	98.4715592237341	140.24514833816642
571	5	160	0.1	0.2	0.9779896013864818	0.5964912280701754	0.7058302321460216	6011	156.24272167692564	154.43137581101314
572	10	160	0.1	0.2	0.9746967071057192	0.6285561877667141	0.729551920341394	5834	147.4295509084676	152.90349674322934
573	20	160	0.1	0.2	0.9679376083188909	0.7251566696508505	0.7937332139659803	5595	133.14280607685433	151.14119749776586
574	40	160	0.1	0.2	0.8980935875216638	0.5590505596294867	0.6835198764955616	5187	113.76788124156545	145.9469828417197
575	80	160	0.1	0.2	0.7554592720970538	0.4400091764166093	0.6044964441385638	4362	93.46423658872077	139.37116001834022
576	5	10	0.2	0.2	0.7123050259965338	0.3158150851581509	0.5094890510948905	4453	152.48843476308107	141.7610599595778
577	10	10	0.2	0.2	0.6842287694974003	0.3427051671732523	0.5362208713272543	4134	141.10933720367683	140.9997581035317
578	20	10	0.2	0.2	0.6239168110918544	0.42194444444444446	0.6038888888888889	3604	125.43312985571588	141.22058823529412
579	40	10	0.2	0.2	0.5076256499133449	0.34619324001365653	0.5565039262546945	2932	112.30763983628923	139.9068894952251
580	80	10	0.2	0.2	0.3655112651646447	0.32147937411095306	0.5334281650071123	2111	95.26717195641876	137.79204168640456
581	5	20	0.2	0.2	0.764471403812825	0.3278168215824076	0.526864656540467	4757	151.09733025015765	142.13537944082404
582	10	20	0.2	0.2	0.7409012131715771	0.35391812865497074	0.5534502923976609	4462	140.04078888390856	141.12348722545943
583	20	20	0.2	0.2	0.6842287694974003	0.43338399189463017	0.6193009118541033	3951	125.00911161731207	140.8716780561883
584	40	20	0.2	0.2	0.5590987868284228	0.35337879727216365	0.5663360198388097	3228	110.60780669144981	140.13661710037175
585	80	20	0.2	0.2	0.4027729636048527	0.32487091222030984	0.540447504302926	2325	94.48903225806451	137.6752688172043
586	5	40	0.2	0.2	0.823050259965338	0.36176037060433774	0.5611707727942725	5103	151.78228493043306	143.98295120517344
587	10	40	0.2	0.2	0.8055459272097054	0.3855421686746988	0.5839070567986231	4842	141.39900867410162	142.42792234613796
588	20	40	0.2	0.2	0.7590987868284229	0.4623287671232877	0.6436073059360731	4380	125.83470319634704	141.5310502283105
589	40	40	0.2	0.2	0.6320623916811092	0.3723608445297505	0.582122292295037	3647	111.32300520976145	139.75020564847821
590	80	40	0.2	0.2	0.4611785095320624	0.3337091319052988	0.5520481022172116	2661	96.55092070650132	136.99887260428412
591	5	80	0.2	0.2	0.8993067590987869	0.41241086914627095	0.6089805357486991	5537	151.44572873397146	146.23171392450786
592	10	80	0.2	0.2	0.8863084922010399	0.43527571372702384	0.6314039890496675	5305	141.32233741753063	144.73515551366634
593	20	80	0.2	0.2	0.848526863084922	0.5104166666666666	0.6885212418300654	4897	126.7678170308352	143.65121502960997
594	40	80	0.2	0.2	0.7377816291161179	0.408738548273432	0.6168663377965704	4257	111.30937279774489	140.27225745830398
595	80	80	0.2	0.2	0.5549393414211439	0.3579013116801999	0.5824484697064335	3202	95.12242348532168	137.67114303560274
596	5	160	0.2	0.2	0.9415944540727903	0.5363519234308853	0.6931713602061477	5767	153.87376452228196	148.8109935841859
597	10	160	0.2	0.2	0.9337954939341421	0.5660727542687454	0.7175204157386785	5572	144.74910265613784	147.1778535534817
598	20	160	0.2	0.2	0.9166377816291161	0.6437889960294951	0.7708451503119682	5291	130.83972783972783	145.46928746928748
599	40	160	0.2	0.2	0.8374350086655112	0.5173841059602649	0.6866721854304636	4833	113.28450237947445	141.25574177529484
600	80	160	0.2	0.2	0.6847487001733102	0.4272336117438623	0.6312325993419388	3952	95.68142712550608	135.78593117408906
601	5	10	0.35	0.2	0.18232235701906413	0.34600760456273766	0.4790874524714829	1231	194.82372055239642	160.8651502843217
602	10	10	0.35	0.2	0.168630849220104	0.39157245632065774	0.5220966084275437	1051	188.64795432921028	162.44053282588013
603	20	10	0.35	0.2	0.1464471403812825	0.4970414201183432	0.6142011834319526	845	173.14674556213018	168.52307692307693
604	40	10	0.35	0.2	0.11993067590987869	0.4263005780346821	0.565028901734104	692	153.79046242774567	162.25
605	80	10	0.35	0.2	0.08665511265164645	0.434	0.582	500	131.962	154.494
606	5	20	0.35	0.2	0.20433275563258232	0.33502968617472434	0.47921967769296014	1370	191.21167883211677	157.84233576642336
607	10	20	0.35	0.2	0.18769497400346621	0.3804247460757156	0.5189289012003694	1168	183.60188356164383	160.02397260273972
608	20	20	0.35	0.2	0.1655112651646447	0.4848167539267016	0.6083769633507854	955	166.46596858638745	160.98324607329843
609	40	20	0.35	0.2	0.13570190641247834	0.4099616858237548	0.5593869731800766	783	146.27713920817368	156.12771392081737
610	80	20	0.35	0.2	0.09670710571923744	0.4175627240143369	0.5734767025089605	558	127.74372759856631	149.65232974910396
611	5	40	0.35	0.2	0.23015597920277298	0.32831325301204817	0.46762048192771083	1533	184.00652315720808	156.74559686888455
612	10	40	0.35	0.2	0.21039861351819758	0.37644151565074135	0.5090609555189456	1310	175.50534351145038	159.38931297709922
613	20	40	0.35	0.2	0.18492201039861353	0.48641049671977504	0.6026241799437676	1067	160.3626991565136	160.39925023430177
614	40	40	0.35	0.2	0.1483535528596187	0.4088785046728972	0.5478971962616822	856	142.83878504672896	155.7803738317757
615	80	40	0.35	0.2	0.10537261698440208	0.4029605263157895	0.5542763157894737	608	121.47861842105263	148.32401315789474
616	5	80	0.35	0.2	0.27937608318890816	0.29404466501240695	0.43672456575682383	1837	171.66902558519325	155.12465977136637
617	10	80	0.35	0.2	0.25528596187175046	0.3367277664630007	0.4745417515274949	1582	163.35018963337546	156.8394437420986
618	20	80	0.35	0.2	0.22045060658578855	0.449685534591195	0.5699685534591195	1272	153.01572327044025	159.13050314465409
619	40	80	0.35	0.2	0.17504332755632582	0.3722772277227723	0.5148514851485149	1010	137.04950495049505	155.17029702970297
620	80	80	0.35	0.2	0.12305025996533796	0.3563380281690141	0.5140845070422535	710	115.99014084507043	147.04647887323944
621	5	160	0.35	0.2	0.4334488734835355	0.2630947620951619	0.4258296681327469	2747	146.3367309792501	149.17145977429922
622	10	160	0.35	0.2	0.40415944540727905	0.2937392795883362	0.4549742710120069	2460	138.43821138211382	149.5772357723577
623	20	160	0.35	0.2	0.34956672443674175	0.3862171541893902	0.5394149727317799	2017	125.79127416955875	152.07833415964302
624	40	160	0.35	0.2	0.27677642980935874	0.32623669380087666	0.49530369442705074	1597	112.61552911709455	149.94990607388854
625	80	160	0.35	0.2	0.20138648180242635	0.3046471600688468	0.4759036144578313	1162	97.60843373493977	147.17039586919105
